province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Vaupes,Colombia,2021-03-19,0.8554,-70.812,POINT(-70.812 0.8554),1154,13,1135,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-11,0.8554,-70.812,POINT(-70.812 0.8554),1181,13,1153,15,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-09,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-07,0.8554,-70.812,POINT(-70.812 0.8554),1579,14,1545,20,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-11,0.8554,-70.812,POINT(-70.812 0.8554),1619,14,1571,34,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-28,0.8554,-70.812,POINT(-70.812 0.8554),1716,17,1695,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-28,0.8554,-70.812,POINT(-70.812 0.8554),1523,14,1472,37,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-01,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-01,0.8554,-70.812,POINT(-70.812 0.8554),1673,15,1647,11,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-23,0.8554,-70.812,POINT(-70.812 0.8554),1742,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-21,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-07,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-12,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-25,0.8554,-70.812,POINT(-70.812 0.8554),1498,14,1447,37,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-24,0.8554,-70.812,POINT(-70.812 0.8554),1157,13,1136,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-20,0.8554,-70.812,POINT(-70.812 0.8554),1660,15,1624,21,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-26,0.8554,-70.812,POINT(-70.812 0.8554),1794,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-15,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-10,0.8554,-70.812,POINT(-70.812 0.8554),1746,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-19,0.8554,-70.812,POINT(-70.812 0.8554),1753,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-30,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-22,0.8554,-70.812,POINT(-70.812 0.8554),1742,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-22,0.8554,-70.812,POINT(-70.812 0.8554),1157,13,1135,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-30,0.8554,-70.812,POINT(-70.812 0.8554),1160,13,1141,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-04,0.8554,-70.812,POINT(-70.812 0.8554),1163,13,1144,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-16,0.8554,-70.812,POINT(-70.812 0.8554),1154,13,1135,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-12,0.8554,-70.812,POINT(-70.812 0.8554),1620,14,1575,31,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-20,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-29,0.8554,-70.812,POINT(-70.812 0.8554),1717,17,1695,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-02,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-20,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-06,0.8554,-70.812,POINT(-70.812 0.8554),1578,14,1545,19,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-14,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-10,0.8554,-70.812,POINT(-70.812 0.8554),1178,13,1152,13,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-14,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-06,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-02,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-04,0.8554,-70.812,POINT(-70.812 0.8554),1674,15,1648,11,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-12,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-25,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-16,0.8554,-70.812,POINT(-70.812 0.8554),1401,14,1352,35,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-20,0.8554,-70.812,POINT(-70.812 0.8554),1753,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-04,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1134,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-09,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-17,0.8554,-70.812,POINT(-70.812 0.8554),1794,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-20,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-24,0.8554,-70.812,POINT(-70.812 0.8554),1666,15,1639,12,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-28,0.8554,-70.812,POINT(-70.812 0.8554),1160,13,1139,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-21,0.8554,-70.812,POINT(-70.812 0.8554),1753,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-16,0.8554,-70.812,POINT(-70.812 0.8554),1794,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-20,0.8554,-70.812,POINT(-70.812 0.8554),1210,13,1177,20,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-08,0.8554,-70.812,POINT(-70.812 0.8554),1170,13,1145,12,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-12,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-12,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1125,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-04,0.8554,-70.812,POINT(-70.812 0.8554),1140,13,1124,3,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-09,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-02,0.8554,-70.812,POINT(-70.812 0.8554),1163,13,1144,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-10,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-22,0.8554,-70.812,POINT(-70.812 0.8554),1664,15,1633,16,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-14,0.8554,-70.812,POINT(-70.812 0.8554),1620,14,1585,21,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-14,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-12,0.8554,-70.812,POINT(-70.812 0.8554),1747,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-04,0.8554,-70.812,POINT(-70.812 0.8554),1574,14,1528,32,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-04,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-08,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-24,0.8554,-70.812,POINT(-70.812 0.8554),1742,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-07,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-24,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-24,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-19,0.8554,-70.812,POINT(-70.812 0.8554),1704,17,1684,3,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-27,0.8554,-70.812,POINT(-70.812 0.8554),1742,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-31,0.8554,-70.812,POINT(-70.812 0.8554),1161,13,1141,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-05,0.8554,-70.812,POINT(-70.812 0.8554),1578,14,1542,22,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-13,0.8554,-70.812,POINT(-70.812 0.8554),1620,14,1576,30,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-07,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-03,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-03,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-21,0.8554,-70.812,POINT(-70.812 0.8554),1660,15,1625,20,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-15,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-27,0.8554,-70.812,POINT(-70.812 0.8554),1517,14,1464,39,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-19,0.8554,-70.812,POINT(-70.812 0.8554),1415,14,1366,35,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-09,0.8554,-70.812,POINT(-70.812 0.8554),1733,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-17,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-24,0.8554,-70.812,POINT(-70.812 0.8554),1794,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-22,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-22,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-22,0.8554,-70.812,POINT(-70.812 0.8554),1216,13,1195,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-30,0.8554,-70.812,POINT(-70.812 0.8554),1532,14,1489,29,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-29,0.8554,-70.812,POINT(-70.812 0.8554),1795,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-04,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-18,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-10,0.8554,-70.812,POINT(-70.812 0.8554),1610,14,1557,39,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-02,0.8554,-70.812,POINT(-70.812 0.8554),1673,15,1648,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-22,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-07,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-29,0.8554,-70.812,POINT(-70.812 0.8554),1150,13,1131,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-08,0.8554,-70.812,POINT(-70.812 0.8554),1684,16,1656,12,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-25,0.8554,-70.812,POINT(-70.812 0.8554),1784,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-25,0.8554,-70.812,POINT(-70.812 0.8554),1218,13,1198,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-12,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-24,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-04,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-11,0.8554,-70.812,POINT(-70.812 0.8554),1334,13,1300,21,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-28,0.8554,-70.812,POINT(-70.812 0.8554),1669,15,1644,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-01,0.8554,-70.812,POINT(-70.812 0.8554),1727,17,1702,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-05,0.8554,-70.812,POINT(-70.812 0.8554),1163,13,1144,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-31,0.8554,-70.812,POINT(-70.812 0.8554),1535,14,1499,22,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-13,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-28,0.8554,-70.812,POINT(-70.812 0.8554),1795,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-21,0.8554,-70.812,POINT(-70.812 0.8554),1216,13,1189,14,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-17,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-03,0.8554,-70.812,POINT(-70.812 0.8554),1674,15,1648,11,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-15,0.8554,-70.812,POINT(-70.812 0.8554),1391,13,1343,35,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-05,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-27,0.8554,-70.812,POINT(-70.812 0.8554),1159,13,1137,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-01,0.8554,-70.812,POINT(-70.812 0.8554),1150,13,1133,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-18,0.8554,-70.812,POINT(-70.812 0.8554),1699,17,1675,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-26,0.8554,-70.812,POINT(-70.812 0.8554),1157,13,1137,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-25,0.8554,-70.812,POINT(-70.812 0.8554),1666,15,1641,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-08,0.8554,-70.812,POINT(-70.812 0.8554),1579,14,1545,20,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-11,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-13,0.8554,-70.812,POINT(-70.812 0.8554),1791,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-06,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-28,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-23,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-23,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-23,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-14,0.8554,-70.812,POINT(-70.812 0.8554),1376,13,1336,27,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-19,0.8554,-70.812,POINT(-70.812 0.8554),1794,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-06,0.8554,-70.812,POINT(-70.812 0.8554),1166,13,1144,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-22,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-04,0.8554,-70.812,POINT(-70.812 0.8554),1278,13,1254,11,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-16,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-12,0.8554,-70.812,POINT(-70.812 0.8554),1336,13,1305,18,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-08,0.8554,-70.812,POINT(-70.812 0.8554),1142,13,1126,3,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-30,0.8554,-70.812,POINT(-70.812 0.8554),1238,13,1210,15,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-08,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-29,0.8554,-70.812,POINT(-70.812 0.8554),1797,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-20,0.8554,-70.812,POINT(-70.812 0.8554),1708,17,1688,3,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-24,0.8554,-70.812,POINT(-70.812 0.8554),1218,13,1196,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-18,0.8554,-70.812,POINT(-70.812 0.8554),1186,13,1165,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-02,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-14,0.8554,-70.812,POINT(-70.812 0.8554),1695,17,1663,15,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-01,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1134,6,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-19,0.8554,-70.812,POINT(-70.812 0.8554),1196,13,1167,16,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-31,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-18,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-08,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-11,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-09,0.8554,-70.812,POINT(-70.812 0.8554),1142,13,1125,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-09,0.8554,-70.812,POINT(-70.812 0.8554),1684,16,1656,12,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-23,0.8554,-70.812,POINT(-70.812 0.8554),1216,13,1195,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-23,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-27,0.8554,-70.812,POINT(-70.812 0.8554),1669,15,1644,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-28,0.8554,-70.812,POINT(-70.812 0.8554),1148,13,1126,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-26,0.8554,-70.812,POINT(-70.812 0.8554),1226,13,1200,13,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-24,0.8554,-70.812,POINT(-70.812 0.8554),1779,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-17,0.8554,-70.812,POINT(-70.812 0.8554),1749,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-25,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-20,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-05,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-10,0.8554,-70.812,POINT(-70.812 0.8554),1326,13,1300,13,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-14,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-01,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-13,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-21,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-03,0.8554,-70.812,POINT(-70.812 0.8554),1278,13,1254,11,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-17,0.8554,-70.812,POINT(-70.812 0.8554),1185,13,1165,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-26,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-05,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-15,0.8554,-70.812,POINT(-70.812 0.8554),1698,17,1671,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-31,0.8554,-70.812,POINT(-70.812 0.8554),1727,17,1698,12,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-27,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-01-19,0.8554,-70.812,POINT(-70.812 0.8554),1143,13,1126,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-22,0.8554,-70.812,POINT(-70.812 0.8554),1755,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-30,0.8554,-70.812,POINT(-70.812 0.8554),1787,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-07,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-29,0.8554,-70.812,POINT(-70.812 0.8554),1670,15,1645,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-07,0.8554,-70.812,POINT(-70.812 0.8554),1682,16,1651,15,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-02,0.8554,-70.812,POINT(-70.812 0.8554),1727,17,1703,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-10,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-27,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-06,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-10-23,0.8554,-70.812,POINT(-70.812 0.8554),1779,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-09,0.8554,-70.812,POINT(-70.812 0.8554),1746,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-26,0.8554,-70.812,POINT(-70.812 0.8554),1750,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-16,0.8554,-70.812,POINT(-70.812 0.8554),1185,13,1163,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-03,0.8554,-70.812,POINT(-70.812 0.8554),1727,17,1705,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-06,0.8554,-70.812,POINT(-70.812 0.8554),1675,15,1651,9,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-23,0.8554,-70.812,POINT(-70.812 0.8554),1714,17,1692,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-15,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-05,0.8554,-70.812,POINT(-70.812 0.8554),1278,13,1255,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-13,0.8554,-70.812,POINT(-70.812 0.8554),1687,16,1663,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-13,0.8554,-70.812,POINT(-70.812 0.8554),1360,13,1315,32,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-12-28,0.8554,-70.812,POINT(-70.812 0.8554),1796,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-07,0.8554,-70.812,POINT(-70.812 0.8554),1152,13,1135,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-21,0.8554,-70.812,POINT(-70.812 0.8554),1713,17,1689,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-26,0.8554,-70.812,POINT(-70.812 0.8554),1669,15,1641,13,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-17,0.8554,-70.812,POINT(-70.812 0.8554),1699,17,1675,7,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-05-29,0.8554,-70.812,POINT(-70.812 0.8554),1528,14,1481,33,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-25,0.8554,-70.812,POINT(-70.812 0.8554),1157,13,1136,8,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-29,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-06-09,0.8554,-70.812,POINT(-70.812 0.8554),1597,14,1549,37,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-02-02,0.8554,-70.812,POINT(-70.812 0.8554),1150,13,1133,4,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-08-14,0.8554,-70.812,POINT(-70.812 0.8554),1737,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-10,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-11-14,0.8554,-70.812,POINT(-70.812 0.8554),1791,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-07-05,0.8554,-70.812,POINT(-70.812 0.8554),1675,15,1650,10,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-09-05,0.8554,-70.812,POINT(-70.812 0.8554),1744,17,,,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-03-13,0.8554,-70.812,POINT(-70.812 0.8554),1153,13,1135,5,,,"Vaupes, Colombia"
Vaupes,Colombia,2021-04-07,0.8554,-70.812,POINT(-70.812 0.8554),1169,13,1145,11,,,"Vaupes, Colombia"
